address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,premiumActivationDate,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Подневича, 15",186941932,Сергей,Resale,3285,2020-08-05T05:08:12.326477Z,"РИЕЛТОРАМ ПЛАТИТЬ НЕ СОБИРАЮСЬ!<br>Продается двухуровневая квартира в кирпичном доме (в доме две квартиры), расположенном на собственном участке 10 соток.<br>Участок ровный, недалеко от леса.<br>В доме удобная планировка, в доме есть сауна, балкон и большой подвал, разделенный на две части.<br>Для любителей спорта вокруг есть как лесные, так и полевые дороги для пробежек, Баскетбольная площадка, футбольная площадка.<br>Для любителей рыбалки в шаговой доступности есть красивое озеро с рыбой.<br>Продается как есть, с мебелью и техникой.<br>Квартира полностью готова к продаже.<br>Обременений нет.<br>РАССМОТРЮ ВАРИАНТЫ ОБМЕНА<br>1 этаж:<br> - сауна<br> - гостиная<br> - кухня<br> - холл<br> - сан.узел<br> - подсобное помещение<br> - балкон<br>2 этаж:<br> - спальни (три штуки)<br> - сан.узел<br> - подсобное помещение<br>Удачное расположение<br> - городская черта<br> - тихий район<br> - лес<br> - озеро<br> - рядом много гипермаркетов ( Лента, Ашан, Леруа Мерлен, Колорлон, Норд Молл )<br> - организован ежедневный трансфер для детей от дома до школы и обратно",171.3 м²,,,,,,2/2,171.3 м²,171.3,2,27,2765160898,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2765160898,,2020-11-23T12:59:22.622071+03:00,5 090 000 ₽,29 714 ₽ за м²,29714,5090000,Apartment,2020-08-05T05:08:12.326477Z,78,Listing,4,4.0,2020-12-10T08:46:29.610615+03:00,1962284004,2020-08-05T07:58:48.607013+03:00,2020-12-08T11:51:05.198245+03:00,,,,,"4-комн. квартира, 171.3 м², 2/2 эт.",2020-12-08T09:00:33.798192Z
"Новосибирская область, Новосибирский район, село Верх-Тула, Советская улица, 49А",104566438,Александр,Resale,3268,2019-02-05T20:46:43.519367Z,"Продам 4-х комнатную квартиру на земле, кухня для большей семьи 28 кв.м, прихожая 9 кв.м высокие потолки 3 м. Просторные комнаты 12,12,13,24 кв.м. ванная комната 8 кв.м с душевой кабиной, туалет 7<br> кв.м, подвал 17 кв.м.Отопление газовое очень удобно, электроснабжение 380v. Также имеется гараж на 2 авто 48 кв.м, баня 12 кв.м. Остановка общественного транспорта возле дома, школа и детский сад рядом. Все счетчики новые. Торг.",130 м²,,,,,,1/1,130 м²,130.0,1,12,210155474,Sale,/4-komnatnaya-kvartira-na-prodazhu-verh_tula-210155474,,2020-11-23T15:04:40.36581+03:00,2 700 000 ₽,20 769 ₽ за м²,20769,2700000,Apartment,2019-02-05T20:46:43.519367Z,78,Listing,4,4.0,2020-12-23T14:56:01.289567+03:00,1289989499,2018-01-24T08:43:21+03:00,2020-11-27T07:33:20.758124+03:00,,,,,"4-комн. квартира, 130 м², 1/1 эт.",2020-11-27T04:46:03.832059Z
"Новосибирск, улица Станиславского, 16",117407171,Парикмахерская,Resale,3285,2019-05-16T00:54:45.536267Z,"Лично собственник продаст  3к -4к квартиру. Все включено с мебелью и техникой на сумму более 1 млн. руб.. Предложение ограничено по времени, так как курс рубля падает. Полногабаритная ""сталинка"", кирпич толщина стен 70-90 см, ж/б перекрытия,высота потолков 3 м.,кондиционеры, теплый пол, 3 отдельные комнаты плюс большая столовая гостиная, которую можно зонировать в 4-ю комнату и кухню. <br>Готова к продаже за 1 день.Близость к метро, на автомобиле  в центр без пробок 7-10 мин, одна из самых лучших транспортных локаций.<br>Квартира в центре левобережья. Зеленый двор без сквозного проезда. Дом оптимально расположен в связи у небольшим удалением от кольца площади Станиславского, тот сегмент площади, где отсутствуют автомобильные пробки. Школы( 6 школ), детские сады( 4 сада), поликлиники, администрация, почта в шаговой доступности. До сквера ""Монумент Славы"" 1 квартал.<br>Отсутствие газа, 2 застекленных балкона( алюминиевый профиль, керамогранит, пластик), 6 окон с замковой защитой выпадения детей и животных . Окна жилых комнат выходят во двор. Правильной (почти квадратной) планировки, окна на 3 стороны . Оптимальная площадь для 4 - 3 к квартир - невысокая оплата коммунальных платежей.<br>- право собственности больше 13 лет;<br>- в квартире сделан капитальный ремонт с полной заменой штукатурки, внутренних перегородок, пола. <br>- звукоизоляция потолка, пол пробка и керамогранит.<br>- электрический кабель усиленный, нагрузка на комнаты распределена. <br>- биметаллические радиаторы, теплоснабжение регулируется.<br>- кондиционеры, немецкий теплый пол, водонагреватель, принудительная вентиляция в ванной, фильтр на воду.<br>- усиленная дверь с 3 программируемыми замками, сигнализация, видеонаблюдение .<br>- встроенные потололочные карнизы для гардин. <br>- мебель по договоренности.<br>- подготовлен список содержимого квартиры для сверки с рыночными ценами.",91 м²,,,,,654.0,4/5,91 м²,91.0,4,5,1390453179,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-1390453179,267.0,2020-11-23T18:02:22.451205+03:00,6 500 000 ₽,71 429 ₽ за м²,71429,6500000,Apartment,2019-05-16T00:54:45.536267Z,78,Listing,3,3.0,2020-12-19T06:00:01.168376+03:00,1045245583,2019-05-15T15:30:15.126632+03:00,2020-11-23T17:53:21.290154+03:00,1.415,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 91 м², 4/5 эт.",2020-11-23T15:02:25.262292Z
"Новосибирск, улица Селезнева, 24",6190555,Ирина,Resale,3285,2020-10-23T17:13:12.899401Z,"Квартира находится на стыке Центрального и Дзержинского районов, в шаговой доступности от двух станций метро: Березовая Роща и Покрышкина. Рядом парк Березовая Роща, ДК Строитель, ТЦ Сибирский Молл. Рядом 3 детских сада и школа с английским уклоном, поликлиника. Квартира с хорошим ремонтом. Могу оставить часть мебели. Торг.",68.8 м²,,,,,651.0,4/9,68.8 м²,68.8,4,14,2952111431,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2952111431,271.0,2020-11-24T05:54:18.669607+03:00,5 490 000 ₽,79 797 ₽ за м²,79797,5490000,Apartment,2020-10-23T17:13:12.899401Z,78,Listing,4,4.0,2020-12-24T05:45:39.236307+03:00,2041167128,2020-10-23T20:09:51.49304+03:00,2020-12-02T10:21:38.625922+03:00,0.539,271.0,#008000,Берёзовая роща,"4-комн. квартира, 68.8 м², 4/9 эт.",2020-12-02T07:32:52.574371Z
"Новосибирская область, Бердск, Ключевая улица",32229857,Отдел продаж,Resale,3279,2020-08-13T06:15:46.487858Z,"Предлагается к продаже квартира в сданном доме.Сделан качественный ремонт.Чистая продажа!!!!! Цена подарок!!!!Успейте купить!!!! Выгодное предложение!!!!Белокаменный это быстро развивающейся район. Есть своя котельня. Поэтому жители данного района не зависят от городских плановых отключений воды. Много магазинов, салонов красоты. автобусы ходят каждые 7-8 минут. В отделе продаж Вы можете найти для себя еще много интересных вариантов. Купите сейчас???!!!! Или подождете когда поднимутся цены???!!! А так же наши специалисты помогут продать ваше вторичное жилье<br>Все лучшие предложения под Ваш запрос смотрите внизу объявления,нажав название нашей компании АН Кристалл .",37 м²,,,,,,1/9,37 м²,37.0,1,23,2784663672,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-2784663672,,2020-11-24T06:20:07.126141+03:00,2 000 000 ₽,54 054 ₽ за м²,54054,2000000,Apartment,2020-08-13T06:15:46.487858Z,78,Listing,1,1.0,2020-12-24T06:11:30.462821+03:00,1983633784,2020-08-13T09:02:06.344933+03:00,2020-12-03T15:30:00.825295+03:00,,,,,"1-комн. квартира, 37 м², 1/9 эт.",2020-12-03T12:46:03.154499Z
"ул. Зеленая, д. 16",145996461,Пользователь,New,3258,2020-09-15T10:08:36.302341Z,"Продается большая однокомнатная квартира в новом доме под самоотделку, выполнены стяжка пола, штукатурка стен, подготовка потолков. Во дворе дома имеется большая детская площадка, много парковочных мест, территория дома огорожена и находится под видеонаблюдением.",40.3 м²,1013636213.0,ЖК «Дом на Зеленой»,1013636213.0,ЖК «Дом на Зеленой»,,4/9,40.3 м²,40.3,4,10,2864375510,Sale,/1-komnatnaya-kvartira-na-prodazhu-krivodanovka-2864375510,,2020-11-24T07:13:59.712027+03:00,1 480 000 ₽,36 725 ₽ за м²,36725,1480000,Apartment,2020-09-15T10:08:36.302341Z,78,Listing,1,1.0,2020-12-24T07:05:19.475876+03:00,1995231140,2020-09-15T12:59:00.873026+03:00,2020-11-30T10:41:41.627449+03:00,,,,,"1-комн. квартира, 40.3 м², 4/9 эт.",2020-11-30T07:51:30.914891Z
"Новосибирск, Первомайская улица, 230",89804018,Александр Камышов,Resale,3285,2020-11-24T15:49:30.060519Z,"Продам студию <br>Документы готовы, один собственник<br>Звоните в любое время<br>Цена с мебелью <br>Посредникам не звонить!",24.3 м²,,,,,657.0,12/16,24.3 м²,24.3,12,7,3029748137,Sale,/kvartira-na-prodazhu-novosibirsk-3029748137,,2020-11-24T19:33:22.332666+03:00,1 980 000 ₽,81 481 ₽ за м²,81481,1980000,Apartment,2020-11-24T15:49:30.060519Z,78,Listing,Студия,,2020-12-24T18:40:28.065534+03:00,2032398046,2020-11-24T18:29:59.512394+03:00,2020-12-07T23:02:14.614149+03:00,,,,,"Квартира-студия, 24.3 м², 12/16 эт.",2020-12-07T20:11:40.770924Z
"Новосибирск, Коммунистическая улица, 26",161370832,Любовь,Resale,3285,2020-09-26T06:36:23.591324Z,"СРОЧНО! СРОЧНО! СРОЧНО!В связи с переездом в другой регион!Колоритная  квартира в тихом центре Новосибирска на среднем этаже. Удивительное ощущение времени и места! Кирпичный очень теплый дом с хорошей шумоизоляцией. В доме проведен капитальный ремонт, заменены трубы, установлены приборы учёта воды, стоит сигнализация. Узаконенная перепланировка с большой кухней. Соседи очень доброжелательные. Оставляют всю мебель. Во дворе парковка куда всегда можно поставить машину. Детская площадка является также хорошей зоной отдыха для взрослых и детей.  Вся инфраструктура рядом: школы, детский сад(в пяти минутах), институты, поликлиника, спортивные центры, магазины. ХОРОШИЙ ТОРГ ПОСЛЕ ПРОСМОТРА!!!!",86.7 м²,,,,,652.0,3/5,86.7 м²,86.7,3,18,2889815474,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2889815474,263.0,2020-11-25T11:56:37.884193+03:00,5 950 000 ₽,68 627 ₽ за м²,68627,5950000,Apartment,2020-09-26T06:36:23.591324Z,78,Listing,4,4.0,2020-12-25T11:55:29.671556+03:00,1998257023,2020-09-26T09:26:00.381914+03:00,2020-11-25T11:55:29.671556+03:00,0.91,263.0,#FF0000,Площадь Ленина,"4-комн. квартира, 86.7 м², 3/5 эт.",2020-11-25T09:04:38.680709Z
"ул. Рябиновая, стр. 10, 1 этап",19019719,Сибэкострой,New,3285,2019-07-29T03:04:45.893152Z,"Внимание!!! Внимание!!! Внимание!!! Успейте купить эту квартиру по ипотеке с гос.поддержкой 6,4 % в аккредитованной новостройке банками-партнерами, по беспрецедентно низкой цене в активно строящемся доме!!!! комплекса Выборная- Рябиновая. Бонусом Вы можете приобрести подземный бокс для автомобиля под домом всего за 250 тыс. ( стоимость без скидки 400 тыс.) Продажа от застройщика!!!.Это пятый дом комплекса Выборная- Рябиновая. Комплекс состоит из 6 домов, 4 построены и заселены. Пятый дом - менее чем за год построено здание, началось внутреннее оснащение дома, дом будет сдан во 2 квартале 2021 года. Застройщик прошел все проверки на соответствие по критериям надежности и возможности работать по новым требованиям 214 ФЗ. Оформляется ДДУ с государственной регистрацией. Дома 18-этажные, одноподъездные, 6 квартир на этаже, два лифта грузовой и пассажирский, дома строятся из северной панели, очень теплые. Квартиры сдаются под чистовую отделку с застекленными лоджиями Инфраструктура комплекса: собственная котельная на газе (преимущества- экономия коммунальных затрат, нет отключений горячей воды); действующая школа английского языка, магазин в формате ""у дома"", частный детский сад, строится бассейн, медицинские и косметические кабинеты. Дома, после сдачи, управляются ТСН. Инфраструктура района: педуниверситет, колледж связи, школы, садики, магазины, кафе, рестораны, мини рынки - есть всё в шаговой доступности, остановка рядом- много транспорта. Район окружен бором, очень много зелени, спортивные базы, 12 мин. до центра на автомобиле, столько же до центра левого берега через новый Бугринский мост. Застройщик надежный- строит и достраивает всегда! У нас нет ни одного обманутого дольщика. Тот кто приходит к нам гарантировано и обязательно получает свою новую квартиру!!!!!",58 м²,80031.0,ЖК «Выборная-Рябиновая»,80031.0,ЖК «Выборная-Рябиновая»,650.0,7/20,58 м²,58.0,7,7,1659742207,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-1659742207,264.0,2020-11-25T15:48:14.762527+03:00,3 150 000 ₽,54 310 ₽ за м²,54310,3150000,Apartment,2019-07-29T03:04:45.893152Z,78,Listing,2,2.0,2020-12-25T15:39:34.042348+03:00,1765514836,2019-07-29T05:40:35.415558+03:00,2020-12-03T19:43:15.407202+03:00,,,,,"2-комн. квартира, 58 м², 7/20 эт.",2020-12-03T16:53:12.954691Z
"Новосибирск, Рябиновая улица, 8",19019719,Сибэкострой,Resale,3285,2019-06-06T01:59:58.953078Z,"Предлагаем очень красивую, модную дизайнерскую квартиру с условным названием ""Париж"" в новом построенном доме. Квартира в реальности ещё красивее, чем на фото. квартира двухкомнатная студия, где каждый кв.м. задействован в полезную площадь холл зал и кухня объединены в единое пространство и в то же время очень удачно зонированы, а спальная комната расположена отдельно. Шикарное решение для молодой семьи с ребенком, прекрасная альтернатива однокомнатной квартире. Дом новый из северной панели, четвертый построенный в комплексе ЖК Выборная-Рябиновая с условным адресом Выборная 158 стр., очень теплый и комфортный. Лоджия 5 кв.м. приятно отделана при желании может быть ипользована дополнительным пространством к жилому. В квартире остается все, как на фото .Квартира смотрится дорого, стильно и красиво!!!!! Район педуниверситета экологически чистый в 12 мин. езды на личном авто от центра. Рядом всё: школы, садики, остановки, магазины аптеки и т.д. Инюшенский бор со спортивными базами, фитнес клуб, школа английского языка, строится бассейн. Встроенные кухня и шкаф дорогие в цене квартиры, Достойная квартира для современных модных людей- Торга нет!",46 м²,,,,,650.0,9/10,46 м²,46.0,9,14,1487685095,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-1487685095,272.0,2020-11-25T16:01:49.369959+03:00,3 650 000 ₽,79 348 ₽ за м²,79348,3650000,Apartment,2019-06-06T01:59:58.953078Z,78,Listing,2,2.0,2020-12-25T15:53:09.485147+03:00,1398897015,2019-06-05T18:30:19.084737+03:00,2020-11-30T05:52:52.087097+03:00,,,,,"2-комн. квартира, 46 м², 9/10 эт.",2020-11-30T03:02:14.810794Z
"ул. Немировича-Данченко, д. 150",78142629,Александр,New,3285,2020-09-13T15:34:03.272862Z,"Одноподъездный 25-этажный дом №7 в монолитно-кирпичном исполнении от застройщика «Брусника. Сибакадемстрой» строится в четвертой очереди строительства жилого квартала «Панорама». Строительство ведется на улице Немировича-Данченко, недалеко от Октябрьского моста. Четвертая очередь строительства это три отдельно стоящих 25-этажных дома, которые развернуты таким образом, что сразу с двух сторон здания открываются панорамные виды на Обь. В рамках строительства четвертой очереди запроектирована подземная парковка на 279 машино-мест.<br>На первом этаже строящегося дома будут размещены 14 торгово-офисных помещений. Отделка квартир «под чистовую». Общее количество квартир в доме 225. В проекте строительства предусмотрены теплые лоджии и витражное остекление. Строительство жилого квартала «Панорама» ведется вблизи центра левобережья Новосибирска. В шаговой доступности множество детских садов и школ, Государственная Новосибирская областная клиническая больница и медицинские центры, скверы и парки, магазины, кафе и рестораны, ВУЗы, ТРЦ, бассейн и фитнес-центры. Недалеко от квартала работает сноу-парк.<br>Из окон дома открываются панорамные виды на Обь и правобережье.<br>Во дворах домов жилого квартала «Панорама» предусмотрено ландшафтное озеленение, устройство детских и спортивных площадок.<br>Удобная и развитая транспортная инфраструктура. Прямой выезд на развязку площади Лыщинского. Возможность без труда добраться в любую точку города. Станция метро «Студенческая» находится в 400 метрах.",77.5 м²,23908.0,Квартал «Панорама»,23908.0,Квартал «Панорама»,655.0,24/25,77.5 м²,77.5,24,11,2860244419,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2860244419,266.0,2020-11-25T20:30:06.989382+03:00,7 500 000 ₽,96 774 ₽ за м²,96774,7500000,Apartment,2020-09-13T15:34:03.272862Z,78,Listing,3,3.0,2020-12-13T10:10:36.988412+03:00,1987889825,2020-09-13T18:24:40.134435+03:00,2020-11-25T20:21:27.892811+03:00,0.566,266.0,#FF0000,Студенческая,"3-комн. квартира, 77.5 м², 24/25 эт.",2020-11-25T17:30:31.676778Z
"Новосибирск, улица Гоголя, 51",161858240,Светлана Викторовна,Resale,3285,2020-07-25T07:26:37.420573Z,"Продается  просторная 3-комнатная квартира в Центральном районе.<br>            Квартира в отличном состоянии. Две большие спальни  - 17,8 и 20 кв.м. Гостиная 23,4 кв.м. Кухня 13,5 кв. м.  правильной квадратной формы. Два санузла - ванная +туалет, гостевой туалет.  В квартире сделано все для удобного проживания. Никаких проводов и удлинителей, розеток достаточное количество. Проходные выключатели, т.е. включаешь свет в одном месте, а выключаешь в другом. Покрытие полов - ламинат и плитка. Натяжные потолки. В квартире много места для хранения -  3 встроенных шкафа и небольшая гардеробная. Встроенная кухонная мебель, столешница из натурального камня, встроенная посудомоечная машина. Выход на балкон из каждой спальной комнаты.  Цифровое кабельное ТВ  в каждой комнате и кухне. Интернет по всей квартире -  3 выхода в сеть и + WF. Охранная сигнализация.<br>             Квартира солнечная, теплая. Имеется водонагреватель на случай отключения холодной воды (очень редко и ненадолго при профилактических работах).  Охраняемый закрытый двор.<br>              В квартире остается кухня со встроенной техникой, три встроенных шкафа, мебель в прихожей, стиральная машина, все светильники.<br>            Дом расположен в очень удачном месте - между станциями метро Маршала Покрышкина и Березовая Роща. Остановка общественного транспорта рядом с домом. Несколько супермаркетов в шаговой доступности. Несколько аптек.  Салоны красоты, парикмахерские и т.п. До Центрального рынка и ТЦ Галерея 2 остановки на общественном транспорте или пешком минут 15-20. Гимназия № 13 внутри жилого квартала. В шаговой доступности другие школы.  До поликлиники 10 минут пешком. <br>         Один собственник, документы в порядке. Обременений, несовершеннолетних детей и других ""скелетов в шкафу"" не имеется. Задолженности ни по каким платежам нет. <br>Договоры с агентствами не заключаю.",101.5 м²,,,,,649.0,5/18,101.5 м²,101.5,5,22,2739392813,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2739392813,270.0,2020-11-26T12:14:01.175547+03:00,8 890 000 ₽,87 586 ₽ за м²,87586,8890000,Apartment,2020-07-25T07:26:37.420573Z,78,Listing,3,3.0,2020-12-19T13:17:34.247108+03:00,1950735879,2020-07-25T10:09:58.261736+03:00,2020-12-08T11:27:45.670186+03:00,0.483,270.0,#008000,Маршала Покрышкина,"3-комн. квартира, 101.5 м², 5/18 эт.",2020-12-08T08:37:21.771305Z
"Новосибирская область, Искитим, микрорайон Северный, 23",33832560,Евгения,Resale,3252,2020-11-22T08:30:36.541939Z,"Окна ПВХ, ремонт евро, показ квартиры в любое для вас ремя, ЦЕНУ КВАРТИРЫ УТОЧНЯЙТЕ!!! КВАРТИРА СТОИТ НАМНОГО ДОРОЖЕ..... МИЛЬОН ВОСЕМЬСОТ ПЯТЬДЕСЯТ",50 м²,,,,,,2/3,50 м²,50.0,2,10,3024134121,Sale,/2-komnatnaya-kvartira-na-prodazhu-iskitim-3024134121,,2020-11-26T13:39:01.729644+03:00,1 850 000 ₽,37 000 ₽ за м²,37000,1850000,Apartment,2020-11-22T08:30:36.541939Z,78,Listing,2,2.0,2020-12-22T11:25:58.122054+03:00,2030748099,2020-11-22T11:20:10.225616+03:00,2020-11-26T13:39:02.632803+03:00,,,,,"2-комн. квартира, 50 м², 2/3 эт.",2020-11-26T10:46:55.187553Z
"Новосибирская область, Татарск, улица Пушкина, 86",179478684,Виктория,Resale,3281,2020-05-27T01:40:12.93833Z,"Срочно продам квартиру с ремонтом и мебелью(диван,кровать 2х спальная и 1,5 спальная,шкаф,кухонный гарнитур, обеденный стол,стулья,компьютерный стол,стиральная машина, холодильник,комод,стол-тумба,мебель новая",56 м²,,,,,,2/2,56 м²,56.0,2,21,2590398192,Sale,/3-komnatnaya-kvartira-na-prodazhu-tatarsk-2590398192,,2020-11-26T19:22:39.771685+03:00,1 600 000 ₽,28 571 ₽ за м²,28571,1600000,Apartment,2020-05-27T01:40:12.93833Z,78,Listing,3,3.0,2020-12-26T19:13:57.611501+03:00,1946558200,2020-05-26T09:59:26.888239+03:00,2020-11-26T19:13:57.611501+03:00,,,,,"3-комн. квартира, 56 м², 2/2 эт.",2020-11-26T16:23:00.59729Z
"Новосибирская область, Бердск, Ключевая улица",32229857,Отдел продаж,Resale,3279,2020-10-28T09:51:06.218965Z,"Квартира на 4 этаже..Белокаменный это новый современный район с быстро развивающейся инфраструктурой.Успейте купить готовое жилье в сданном доме!!!!О КВАРТИРЕ. Общая площадь квартиры 37 кв.Второй подьезд. В квартире сделан качественный ремонт.<br>О КОМПЛЕКСЕ. Проектом предусмотрено 15 девятиэтажных домов. Основной отделкой фасадов является облицовочный кирпич<br>БЛАГОУСТРОЙСТВО. Дворовое пространство благоустроено с повышенной комфортностью и запроектировано как пешеходная зона и движение автотранспорта .<br>На внутренней территории создана безбарьерная среда для инвалидов, мам с колясками и велосипедистов. Используется зонирование для игр детей дошкольного и младшего школьного возраста, для отдыха взрослого населения . Выделены зелёные зоны со скамьями и урнами.<br>На территории запланированы:<br>- Зоны социального взаимодействия - Детский сад - Школа<br>МЕСТОРАСПОЛОЖЕНИЕ. Жилой квартал возводится в Бердске в востребованном районе с новым жилым и инфраструктурным фондом. В пешей доступности улица Красная Сибирь с активным транспортным сообщением.<br>ИНФРАСТРУКТУРА. Сегодня к услугам будущих жителей в данном комплексе построены : магазины,аптеки, салоны красоты, тенажерные залы.",37 м²,,,,,,4/9,37 м²,37.0,4,15,2963704485,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-2963704485,,2020-11-27T13:57:19.760519+03:00,2 100 000 ₽,56 757 ₽ за м²,56757,2100000,Apartment,2020-10-28T09:51:06.218965Z,78,Listing,1,1.0,2020-12-27T13:48:18.651331+03:00,2015350419,2020-10-28T12:41:40.333873+03:00,2020-11-27T13:48:18.651331+03:00,,,,,"1-комн. квартира, 37 м², 4/9 эт.",2020-11-27T10:59:43.795591Z
"Новосибирская область, Бердск, Бердский санаторий, 36",127947001,Ян Хабутдинов,Resale,3279,2020-11-28T02:21:08.248238Z,Продам 1к квартиру в живописном районе г Бердск! Все вопросы по телефону!,30.3 м²,,,,,,4/5,30.3 м²,30.3,4,22,3037596804,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-3037596804,,2020-11-28T05:21:08.24983+03:00,1 550 000 ₽,51 155 ₽ за м²,51155,1550000,Apartment,2020-11-28T02:21:08.248238Z,78,Listing,1,1.0,2020-12-28T05:20:10.645695+03:00,2039595548,2020-11-28T05:19:46.20194+03:00,2020-11-28T05:23:55.999705+03:00,,,,,"1-комн. квартира, 30.3 м², 4/5 эт.",2020-11-28T02:33:18.079971Z
"ул. Тимирязева, д. 73/1",175995167,Ольга,New,3285,2020-01-21T01:50:43.12732Z,"Новая после строительства элитный дом закрытая территория ,подземная парковка ,детская площадка ,отличное расположение , рядом парк.торг.",83 м²,74630.0,ЖК «Кларус-Парк»,74630.0,ЖК «Кларус-Парк»,653.0,21/24,83 м²,83.0,21,14,2234367263,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2234367263,260.0,2020-11-28T07:19:08.320266+03:00,7 500 000 ₽,90 361 ₽ за м²,90361,7500000,Apartment,2020-01-21T01:50:43.12732Z,78,Listing,3,3.0,2020-12-28T07:18:48.169609+03:00,1885133746,2020-01-20T05:34:55.597579+03:00,2020-11-28T07:20:00.473068+03:00,1.539,260.0,#FF0000,Заельцовская,"3-комн. квартира, 83 м², 21/24 эт.",2020-11-28T04:27:52.409313Z
