address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,roadId,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Кировский район, Северо-Чемской жилмассив, улица Герцена, 11/2",163574860,Елена,Resale,3285,2020-11-19T03:07:52.166501Z,"Квартира в отличном состоянии, сделан ремонт, окна во двор, большая лоджия 3.4 кв.. Интернет, ТВ, домофон. Лучший жилой комплекс Северо чемского жилмассива, выгодное месторасположение, вокруг 5 детских садов и три школы, ТЦ Мега, Быстроном, Горожанка, Мария ра, Ярче, Пятёрочка, рынок с фермерскими продуктами, река Обь 300 м, парк бугринская роща, остановка общественного транспорта 200 м, поликлиника 50 м, библиотека, детские площадки. Закрытая внутридомовая территория, камеры видео наблюдения, отдельная газовая котельная( отопление и горячая вода).Обременение в банке ВТБ.",42 м²,,,,,655.0,1/17,42 м²,42.0,1,16,3016729075,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3016729075,,3 750 000 ₽,89 286 ₽ за м²,89286,3750000,Apartment,2020-11-19T03:07:52.166501Z,78,Listing,,1,1.0,2020-12-19T06:19:02.085734+03:00,2058430104,2020-11-19T05:58:29.59794+03:00,2020-12-07T13:51:57.619553+03:00,4.997,266.0,#FF0000,Студенческая,"1-комн. квартира, 42 м², 1/17 эт.",2020-12-07T11:01:28.433483Z
"Новосибирск, улица Урицкого, 6",12094592,АН Хотэй,Resale,3285,2020-01-13T18:58:21.800292Z,"ЭКСКЛЮЗИВНАЯ КВАРТИРА ""VIP-КЛАССА"" В ЖК ""MILK HOUSE""<br>ЖК 'Milk Hоusе' - один из элитных жилых комплексов ""Клубного"" типа в Новосибирске<br>* ПРИВИЛЕГИИ ДОМА<br>+ Закрытая территория и двор без машин<br>+ Современный ландшафт придомовой территории<br>+ Охрана<br>+ Подземный паркинг с возможностью спуска в лифте на парковку.<br>* ПЛАНИРОВКА КВАРТИРЫ<br>+ Высота потолков 3.10 м<br>+ 4-х комнатная, кухня и гостиная разделены стеклянной перегородкой (см.планировку)<br>+ Индивидуальная эргономичная планировка 163 кв.м., без учета 2 балконов<br>+ Два балкона с подогревом пола<br>+ Два санузла<br>+ Две гардеробных (одна гардеробная-проходная находиться в спальне)<br>+ Встроенная прихожая<br>+ Два встроенных шкафа-купе в комнатах<br>* РЕМОНТ И СТРОЙМАТЕРИАЛЫ<br>+ В квартире выполнен Дизайн проект в стиле ""Хай-Тек"", проект детально продуман, чтобы оставаться в тренде стиля много лет<br>+ Плитка в санузлах и кухне из натурального камня<br>+ Пол и некоторые стены отделаны деревом ""Орех""<br>+ Подогрев пола<br>+ ХАМАМ<br>+ В спальне стеклянная затемняемая стена за которой душ, хамам, туалет (см.фото)<br>+ 4 Кондиционера<br>+ 4 Приточные вентиляции Тион (современная система вентиляции и климата в квартире)<br>+ Зеркальные межкомнатные двери<br>+ Многоуровневое освещение из новейших технологий<br>* МЕБЕЛЬ И ТЕХНИКА<br>Покупателю в ПОДАРОК мебель и техника ""Премиум-класса""<br>+ Итальянский диван и ковер ""Baxter""<br>+ Итальянская кровать в спальне<br>+ Телевизоры с жидкими кристаллами К1<br>+ Встроенная кухня <br>+ Плита со встроенной вытяжкой ""Gaggenau""<br>+ Бытовая техника немецкой фирмы ""Miele""<br>+ Остальная корпусная мебель<br>Звоните и записывайтесь на просмотр",170 м²,,,,,652.0,2/7,170 м²,170.0,2,20,2212739049,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2212739049,263.0,42 999 999 ₽,252 941 ₽ за м²,252941,42999999,Apartment,2020-01-13T18:58:21.800292Z,78,Listing,,4,4.0,2020-12-18T09:27:52.638464+03:00,1854608335,2020-01-13T21:48:47.624189+03:00,2020-11-18T09:27:52.638464+03:00,0.733,263.0,#FF0000,Площадь Ленина,"4-комн. квартира, 170 м², 2/7 эт.",2020-11-18T06:36:57.556603Z
"ул. Заслонова, стр. 11",71368327,Открытый Город,New,3285,2020-05-14T00:16:31.137261Z,"Предлагаем двухкомнатную квартиру-студию в новом Эко-комплексе Свобода!!! 8 домов сданы и заселены! Квартиры в экологически чистом районе с ремонтом от застройщика. Развитая транспортная развязка, уютные дворы, детские площадки, малоэтажные дома!!! В доме будет установлен лифт!!! Сдача 2 кв 2021 года! Комиссия агентства 0%!!! Для безопасности нахождения на территории комплекса предусмотрена огороженная территория с видеонаблюдением и контрольно-пропускными пунктами для автомобилистов. В доме номер №1 на первом этаже будут располагаться коммерческие помещения для сетевого продуктового магазина, аптеки, управляющей компании для обеспечения жителей всем необходимым в шаговой доступности. Приглашаем на просмотр в удобное для Вас время!!! Помощь в получении ипотеки!!!!",42.9 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,1/4,42.9 м²,42.9,1,21,2556580595,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2556580595,272.0,3 517 800 ₽,82 000 ₽ за м²,82000,3517800,Apartment,2020-05-14T00:16:31.137261Z,78,Listing,55.0,2,2.0,2020-12-10T11:20:54.796532+03:00,1925806873,2020-05-13T08:08:02.161269+03:00,2020-11-23T06:52:15.535085+03:00,3.632,272.0,#008000,Золотая Нива,"2-комн. квартира, 42.9 м², 1/4 эт.",2020-11-23T04:01:16.189856Z
"Новосибирская область, Тогучинский район, деревня Кудрино, Сибирская улица, 2",170822817,Игорь,Resale,3275,2020-08-20T14:51:33.231232Z,"Продам недорого мебелерованную благоустроенную 1-комнатную квартиру 32,6 м2. Квартира находится в деревне Кудрино Тогучинский р-он. До центра г. Тогучина всего 7 км на автомобиле или 10 минут на электричке. Квартира находится на втором этаже, общая площадь 32,6 м2, комната 19 м2, кухня 6,3 м2, санузел совмещенный 2,7 м2, ниша-кладовка-гардеробная. 1,2 м2, коридор 3,4 м2, три пластиковых окна с широкими подоконниками, новые батареи, унитаз, двери, входная дверь металлическая с рейкой вторая глухая. Во дворе есть кладовка и погреб, что немало важно. В шаговой доступности: администрация, магазины, школа, детсад, клуб, ж/д станция, речка Иня, лес.",33 м²,,,,,,2/2,33 м²,33.0,2,11,2803229838,Sale,/1-komnatnaya-kvartira-na-prodazhu-toguchin-2803229838,,650 000 ₽,19 697 ₽ за м²,19697,650000,Apartment,2020-08-20T14:51:33.231232Z,78,Listing,,1,1.0,2020-12-19T06:33:00.835629+03:00,1983341580,2020-08-20T17:21:45.449683+03:00,2020-11-30T12:56:53.951644+03:00,,,,,"1-комн. квартира, 33 м², 2/2 эт.",2020-11-30T10:07:14.715483Z
,23367994,Компания «ЭТАЖИ»,New,3285,2020-11-23T10:39:03.100578Z,"В продаже светлая однокомнатная квартира-студия общей площадью 22,5 кв.м. Продажа по переуступке. Застройщик ЖК «Эрмитаж» - ООО «Рива-центр» ГК Строитель. Рядом есть вся необходимая инфраструктура и отличная транспортная развязка - до станции метро “Заельцовская” всего 4 минуты пешком. До площади Ленина 15 минут пешком. Вблизи дома остановки наземного транспорта, через которую проходят десятки маршрутов во все районы города. Также в непосредственной близости есть детская и взрослая поликлиники и Городская клиническая больница. Более 10 детских садов и школ, несколько университетов. Не упустите возможность жить в центре города! Звоните! Номер в базе: 4965866. Район: Центральный",22.5 м²,1010671740.0,Комплекс «БонАпарт»,1010671740.0,Комплекс «БонАпарт»,649.0,9/14,22.5 м²,22.5,9,5,3026574575,Sale,/kvartira-na-prodazhu-novosibirsk-3026574575,263.0,3 000 000 ₽,133 333 ₽ за м²,133333,3000000,Apartment,2020-11-23T10:39:03.100578Z,78,Listing,,Студия,,2020-12-23T13:30:00.127053+03:00,2040632123,2020-11-23T13:29:34.049384+03:00,2020-11-23T13:30:00.127053+03:00,0.973,270.0,#008000,Маршала Покрышкина,"Квартира-студия, 22.5 м², 9/14 эт.",2020-11-23T10:39:06.014594Z
"Новосибирск, Советский район, микрорайон Академгородок, улица Иванова, 11",192909717,Советский Жилфонд,Resale,3285,2020-11-23T11:14:20.215687Z,"Советский район, г.Новосибирск, ул. Иванова.  Предлагается к продаже 1 ком. квартира студия с ХОРОШИМ ремонтом.<br>Бонусом покупателю остается кухонный гарнитур, диван, шкаф.<br>Отличное местоположение, рядом есть ВСЁ для комфортного проживания. Остановка в двух шагах позволяет добраться до любой части города.<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV001054103397",21 м²,,,,,656.0,3/9,21 м²,21.0,3,11,3026673789,Sale,/kvartira-na-prodazhu-novosibirsk-3026673789,,2 100 000 ₽,100 000 ₽ за м²,100000,2100000,Apartment,2020-11-23T11:14:20.215687Z,78,Listing,,Студия,,2020-12-23T14:05:17.952042+03:00,2034978266,2020-11-23T14:04:56.078765+03:00,2020-11-23T14:05:17.952042+03:00,,,,,"Квартира-студия, 21 м², 3/9 эт.",2020-11-23T11:14:22.618571Z
"Новосибирск, улица Красных Зорь, 5",14544714,КВАДРОТЕКА (Сибакадемстрой Недвижимость),Resale,3285,2020-11-20T02:15:56.47383Z,"Более подробное описание объекта — на сайте агентства. Номер варианта: КЛН20000273.  <br>	В продаже однокомнатная квартира с большой, просторной кухней.  Квартира требует ремонта. Инфраструктура во круг дома развита: в трех-пяти минутах от дома находятся четыре детских садика и четыре школы, поликлиника, рядом с домом остановка общественного транспорта, всего одна остановка до озера Спартак, где можно наслаждаться природой и отдыхать всей семьей, магазины и ТЦ Голден Парк. Есть все, что необходимо для комфортной жизни! Документы полностью готовы к продаже. Обременений и прописанных нет! Чистая продажа! Быстрый выход на сделку.   Обременений нет, взрослый собственник.",33 м²,,,,,648.0,4/9,33 м²,33.0,4,10,3019236421,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3019236421,,2 300 000 ₽,69 697 ₽ за м²,69697,2300000,Apartment,2020-11-20T02:15:56.47383Z,78,Listing,,1,1.0,2020-12-20T05:06:53.861547+03:00,2024264296,2020-11-20T05:06:30.859109+03:00,2020-11-26T05:06:02.093496+03:00,,,,,"1-комн. квартира, 33 м², 4/9 эт.",2020-11-26T03:15:09.278744Z
"Новосибирск, улица Пархоменко, 26",191872330,Алекс,Resale,3285,2020-11-24T14:26:44.537654Z,"Продам теплую, уютную двухкомнатную квартиру в двадцати пяти минут хоть бы до метро площадь Маркса.<br>Ухоженный двор, детская и спортивная площадки располагаются во дворе.<br>В шаговой доступности два детских садика и гимназия номер 17.<br>Остановка общественного транспорта и супермаркеты располагаются в 5 минутах хотьбы.",54 м²,,,,,654.0,12/12,54 м²,54.0,12,13,3029581155,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3029581155,267.0,3 650 000 ₽,67 593 ₽ за м²,67593,3650000,Apartment,2020-11-24T14:26:44.537654Z,78,Listing,,2,2.0,2020-12-24T17:18:06.940126+03:00,2024291518,2020-11-24T17:15:03.785281+03:00,2020-11-24T19:19:26.283282+03:00,2.209,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 54 м², 12/12 эт.",2020-11-24T16:28:52.28933Z
"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 217",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-11-23T02:33:56.627938Z,"Предлагается к продаже трехкомнатная квартира в Кировском районе Новосибирска. Квартира в хорошем состоянии и не требует больших дополнительных вложений для комфортного проживания. Дом расположен в районе с отлично развитой инфраструктурой - прямо напротив дома расположен детский сад, 2 минуты до школы. Просторный зеленый двор с хорошей хоккейной коробкой.. Номер в базе: 4993758. Район: Кировский.",59 м²,,,,,655.0,5/5,59 м²,59.0,5,17,3025627556,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3025627556,,3 000 000 ₽,50 847 ₽ за м²,50847,3000000,Apartment,2020-11-23T02:33:56.627938Z,78,Listing,,3,3.0,2020-12-23T05:24:54.022556+03:00,2040247885,2020-11-23T05:24:27.362857+03:00,2020-11-23T05:24:54.022556+03:00,,,,,"3-комн. квартира, 59 м², 5/5 эт.",2020-11-23T02:33:59.387089Z
"Новосибирская область, Бердск, Ключевая улица, 55",191528352,Ксения,Resale,3279,2020-10-24T11:17:11.116183Z,"Продам 2-комнатную студию, 37 кв.м, распашенка, вид из окон во двор и на проезжую часть. Квартира в развивающемся микрорайоне ""Белокаменный"", рядом новый детский сад, новая школа, остановка общественного транспорта. 5 продуктовых магазинов, управляющая компания.  На микрорайоне своя котельная, квартиры очень теплые. Современный ремонт квартиры и лоджии. Хорошие соседи. Продаю в связи с отъездом.",37 м²,,,,,,2/9,37 м²,37.0,2,29,2953664270,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-2953664270,,2 199 000 ₽,59 432 ₽ за м²,59432,2199000,Apartment,2020-10-24T11:17:11.116183Z,78,Listing,,1,1.0,2020-12-23T14:09:38.910882+03:00,2014338360,2020-10-24T14:07:44.824382+03:00,2020-11-27T07:59:35.24813+03:00,,,,,"1-комн. квартира, 37 м², 2/9 эт.",2020-11-27T05:08:35.403251Z
"б-р Молодежи, стр. 15",7417712,Пользователь,New,3285,2019-02-06T10:41:16.894949Z,Продается просторная 3х комнатная квартира в Академгородке в новостройке.<br>Сдача дома 2021 год.<br>Комната_1 - 18 м2<br>Комната_2 - 12 м2 (можно увеличить за счет лоджии)<br>Комната_3 - 19 м2<br>Коридор - 15 м2<br>Кухня - 12 м2 (можно увеличить за счет лоджии)<br>Гардероб - 3 м2<br>Ванная - 4.4 м2<br>Туалет - 3.3 м2<br>Лоджия_1 - 6.4 м2<br>Лоджия_2 - 3.5 м2,85 м²,72367.0,Дом по бульвару Молодёжи,72367.0,Дом по бульвару Молодёжи,656.0,14/18,85 м²,85.0,14,16,186253330,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-186253330,,6 700 000 ₽,78 824 ₽ за м²,78824,6700000,Apartment,2019-02-06T10:41:16.894949Z,78,Listing,,3,3.0,2020-12-19T14:45:02.208377+03:00,967733863,2017-07-15T15:19:23+03:00,2020-11-19T14:45:02.208377+03:00,,,,,"3-комн. квартира, 85 м², 14/18 эт.",2020-11-19T11:54:10.497018Z
"Новосибирск, улица Немировича-Данченко, 139/2",15183733,Ольга,Resale,3285,2020-11-18T07:53:31.583454Z,"Квартира светлая и теплая. Комнаты изолированные. Окна на две стороны. Сан узел раздельный. Очень удачная планировка. Окна все заменены на пластиковые. Балкон застеклен. В сан. узле кафель до потолка. В кухне все стены в кафеле. Ремон простой и в квартире состояние жилое. До метро Маркса пешком 10 минут. Дом расположен внутри массива. Развитая инфраструктура. Рядом магазины, аптеки, остановка транспорта, школа, детский сад.<br>Взрослые собственники. Без обременений. Никто не прописан.<br>Продается за наличный расчет.<br>Показы по договоренности.",60 м²,,,,,655.0,5/5,60 м²,60.0,5,14,3014544037,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3014544037,267.0,3 300 000 ₽,55 000 ₽ за м²,55000,3300000,Apartment,2020-11-18T07:53:31.583454Z,78,Listing,,3,3.0,2020-12-18T10:44:58.528311+03:00,2035771215,2020-11-18T10:40:26.997988+03:00,2020-11-25T11:41:02.186092+03:00,0.965,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 60 м², 5/5 эт.",2020-11-25T09:01:09.575028Z
"Новосибирск, улица Виктора Шевелёва, 24",117108113,Юрий,Resale,3285,2020-11-23T03:00:10.73789Z,"студияПpoдаём мини-студию 9 кв.м в нoвoм paзвивающемся Киpовcком paйoне. Дом сдaн в 2019г.<br> В мини-cтудии cдeлaн кaчественный peмонт, установлены нoвые двери, счётчики, проведён cвет и интeрнeт.<br>B наличии вся мeбeль и бытовaя техника. .Bcё готoво для проживания или сдачу в аренду( как готовый бизнес).<br>Т.к нет коммуникаций: установлен умывальник и биотуалет).<br>В доме напротив: продуктовые магазины, пекарни, салоны красоты. До автобусной остановки-3 минуты ходьбы. До "" Меги"" 5-7 минут на автобусе, где много рабочих мест.<br>Помещение в собственности, документы все готовы, оплаты произведены. <br> Просмотр в любое удобное для вас время.",10 м²,,,,,655.0,10/11,10 м²,10.0,10,6,3025637310,Sale,/kvartira-na-prodazhu-novosibirsk-3025637310,,280 000 ₽,28 000 ₽ за м²,28000,280000,Apartment,2020-11-23T03:00:10.73789Z,78,Listing,,Студия,,2020-12-23T05:51:31.287192+03:00,2031638673,2020-11-23T05:50:29.92987+03:00,2020-12-02T05:36:17.690921+03:00,,,,,"Квартира-студия, 10 м², 10/11 эт.",2020-12-02T02:45:43.126523Z
"Новосибирская область, Бердск, улица Попова, 11/1",12628842,АН Славянское,Resale,3279,2019-11-27T08:18:35.440444Z,"Продается просторная квартира для комфортного проживания на берегу Бердского залива. Выполнен отличный качественный ремонт. В цену остается встроенная кухня и гардероб, с лоджии открывается изумительный вид на море. Чистая продажа.Подходит под ипотеку. #1_5_2777",75.4 м²,,,,,,8/10,75.4 м²,75.4,8,19,2055725423,Sale,/2-komnatnaya-kvartira-na-prodazhu-berdsk-2055725423,,5 200 000 ₽,68 966 ₽ за м²,68966,5200000,Apartment,2019-11-27T08:18:35.440444Z,78,Listing,,2,2.0,2020-12-19T15:04:43.613328+03:00,1832863356,2019-11-27T11:01:23.897836+03:00,2020-11-23T08:11:17.630975+03:00,,,,,"2-комн. квартира, 75.4 м², 8/10 эт.",2020-11-23T05:20:18.570549Z
"Новосибирск, Советский район, микрорайон Академгородок, Полевая улица, 10",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-19T12:15:02.807502Z,"Предлагаем вашему вниманию уютную 3-комнатную квартиру для большой дружной семьи в шаговой доступности от образовательного центра  Горностай. Квартира не требует капитального ремонта. Заезжай и живи. Объект без обременений и арестов. Подходит под любые формы расчета. Ипотека и мат.капитал приветствуется. Показываем в любое удобное для Вас время.<br>При звонке, пожалуйста, назовите номер объявления - 111 919<br>Консультируем подробно по телефону.",63 м²,,,,,656.0,1/9,63 м²,63.0,1,14,3017961255,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017961255,,4 640 000 ₽,73 651 ₽ за м²,73651,4640000,Apartment,2020-11-19T12:15:02.807502Z,78,Listing,,3,3.0,2020-12-19T15:05:12.538114+03:00,2016170377,2020-11-19T15:04:45.387583+03:00,2020-12-07T05:23:30.47006+03:00,,,,,"3-комн. квартира, 63 м², 1/9 эт.",2020-12-07T02:33:21.626531Z
"Новосибирск, улица Котовского, 15",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-19T12:15:01.305168Z,"Квартира торцевая в полногоборитном  доме с потолками 3,3 метра, расположена напротив парка Кирова в оживленном месте. Одно окно выходит         на ул.Котовского  Дом и подъезд  после ремонта.. Удачное расположение квартиры под офис, магазин,гостиницу, детский сад аптеку, парикмахерскую.Мы готовы к торгу. <br>При звонке, пожалуйста, назовите номер объявления - 110 956<br>Консультируем подробно по телефону.",87.9 м²,,,,,654.0,1/5,87.9 м²,87.9,1,11,3017961208,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017961208,267.0,5 000 000 ₽,56 883 ₽ за м²,56883,5000000,Apartment,2020-11-19T12:15:01.305168Z,78,Listing,,3,3.0,2020-12-19T15:05:15.858051+03:00,2016087863,2020-11-19T15:04:45.592003+03:00,2020-12-07T05:23:32.496846+03:00,1.441,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 87.9 м², 1/5 эт.",2020-12-07T02:33:25.964501Z
"Новосибирск, Калининский район, микрорайон Северный, Тамбовская улица, 43",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-19T12:15:03.178991Z,"Продам просторную квартиру в хорошем состоянии. Пластиковые окна, деревянные межкомнатные двери. Один собственник.<br>Дом находится в тихом месте, рядом остановка, школа, детский сад, магазины. <br>При звонке, пожалуйста, назовите номер объявления - 77 437<br>Консультируем подробно по телефону.",64.4 м²,,,,,648.0,4/9,64.4 м²,64.4,4,28,3017961266,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017961266,,4 000 000 ₽,62 112 ₽ за м²,62112,4000000,Apartment,2020-11-19T12:15:03.178991Z,78,Listing,,3,3.0,2020-12-19T15:05:24.072338+03:00,2016212874,2020-11-19T15:04:48.626831+03:00,2020-12-07T05:23:32.8832+03:00,4.823,260.0,#FF0000,Заельцовская,"3-комн. квартира, 64.4 м², 4/9 эт.",2020-12-07T02:33:24.073014Z
